,0,1,2,3,4,5,6,7
41,"['9.52', '12.47', '0.00', '0.00', '0.00', '11.61', '10.11', '0.00', '11.89', '–', '9.24', '8.87', '10.70', 'PE Ratio']","['1.66', '1.63', '1.45', '1.79', '2.19', '2.27', '2.07', '1.44', '2.09', '–', '2.48', '2.23', '0.00', 'PB Ratio']","['10824.00', '1087.00', '(526.00)', '820.00', '16346.00', '7266.00', '7480.00', '1404.00', '13325.00', '–', '14913.00', '13537.00', '9767.00', 'FCF']","['21662.00', '22565.00', '24880.00', '27275.00', '19703.00', '14968.00', '15827.00', '16154.00', '20601.00', '–', '–', '–', '–', 'Total Debt']","['52492.00', '52273.00', '40082.00', '35226.00', '30801.00', '31939.00', '34981.00', '29849.00', '45406.00', '48003.00', '–', '–', '–', ""Sh' Equity""]","['7.79', '5.86', '(4.14)', '(3.86)', '(1.05)', '8.73', '10.23', '(4.06)', '10.54', '–', '13.30', '10.90', '5.90', 'ROA']","['18.15', '13.11', '(9.59)', '(9.60)', '(2.60)', '20.01', '21.49', '(8.33)', '21.47', '–', '28.00', '21.50', '20.60', 'ROE']","['ConocoPhillips', 'ConocoPhillips', 'ConocoPhillips', 'ConocoPhillips', 'ConocoPhillips', 'ConocoPhillips', 'ConocoPhillips', 'ConocoPhillips', 'ConocoPhillips', 'ConocoPhillips', 'ConocoPhillips', 'ConocoPhillips', 'ConocoPhillips', 'ConocoPhillips']"
42,"['0.00', '0.00', '0.00', '0.00', '366.00', '54.29', '152.87', '44.09', '55.13', '71.93', '–', '–', '–', 'PE Ratio']","['5.36', '10.97', '0.00', '22.94', '17.54', '14.32', '17.70', '18.60', '23.28', '1.89', '–', '–', '–', 'PB Ratio']","['6.00', '(193.00)', '(314.00)', '4.00', '(101.00)', '(129.00)', '276.00', '777.00', '3220.00', '3565.00', '–', '–', '–', 'FCF']","['1998.00', '2035.00', '2007.00', '1435.00', '1395.00', '1250.00', '529.00', '371.00', '313.00', '2467.00', '–', '–', '–', 'Total Debt']","['544.00', '187.00', '(412.00)', '416.00', '596.00', '1266.00', '2827.00', '5837.00', '7497.00', '54750.00', '–', '–', '–', ""Sh' Equity""]","['(1.99)', '(9.95)', '(19.27)', '(15.55)', '(0.96)', '8.31', '6.44', '33.22', '29.58', '3.30', '–', '–', '–', 'ROA']","['(15.34)', '(110.26)', '586.67', '(24,900.00)', '(6.52)', '36.20', '16.66', '57.48', '47.43', '4.24', '–', '–', '–', 'ROE']","['AMD', 'AMD', 'AMD', 'AMD', 'AMD', 'AMD', 'AMD', 'AMD', 'AMD', 'AMD', 'AMD', 'AMD', 'AMD', 'AMD']"
43,"['16.93', '23.46', '17.72', '14.61', '67.30', '15.34', '18.62', '18.56', '21.72', '21.48', '18.70', '17.70', '18.50', 'PE Ratio']","['3.89', '4.69', '4.38', '3.77', '5.13', '10.29', '15.08', '14.32', '19.14', '38.24', '20.88', '19.83', '18.59', 'PB Ratio']","['5618.00', '7952.00', '9411.00', '9616.00', '10513.00', '10558.00', '8532.00', '9889.00', '8381.00', '8785.00', '9940.00', '10726.00', '9172.00', 'FCF']","['32128.00', '30715.00', '31429.00', '34596.00', '35342.00', '33929.00', '29903.00', '32986.00', '33309.00', '38945.00', '–', '–', '–', 'Total Debt']","['22096.00', '25778.00', '28083.00', '29875.00', '25241.00', '12500.00', '9673.00', '9409.00', '6700.00', '3661.00', '–', '–', '–', ""Sh' Equity""]","['8.44', '7.63', '9.88', '10.36', '2.51', '11.47', '12.44', '11.84', '9.50', '10.38', '0.00', '0.00', '0.00', 'ROA']","['24.69', '21.55', '25.77', '26.65', '7.18', '44.48', '70.73', '76.13', '73.16', '126.47', '152.00', '330.00', '149.00', 'ROE']","['Amgen', 'Amgen', 'Amgen', 'Amgen', 'Amgen', 'Amgen', 'Amgen', 'Amgen', 'Amgen', 'Amgen', 'Amgen', 'Amgen', 'Amgen', 'Amgen']"
44,"['8.94', '9.90', '13.87', '18.28', '19.80', '18.48', '16.96', '26.39', '18.75', '16.86', '14.00', '13.20', '12.70', 'PE Ratio']","['3.07', '3.43', '3.96', '4.26', '4.44', '3.87', '4.83', '5.61', '6.06', '5.95', '5.74', '4.71', '3.70', 'PB Ratio']","['3032.60', '3569.10', '4114.20', '4381.50', '3042.00', '2409.00', '3940.00', '8446.00', '8972.00', '5658.00', '8093.00', '8826.00', '8816.00', 'FCF']","['34475.70', '36958.40', '36849.40', '35611.50', '40045.30', '42256.00', '45334.00', '46600.00', '48691.00', '52201.00', '–', '–', '–', 'Total Debt']","['10267.70', '9065.50', '6757.60', '6530.80', '9560.50', '11288.00', '11413.00', '12937.00', '18431.00', '20262.00', '–', '–', '–', ""Sh' Equity""]","['6.11', '5.23', '3.25', '2.63', '3.49', '3.49', '4.55', '3.72', '7.49', '8.19', '15.90', '15.10', '15.20', 'ROA']","['41.30', '32.71', '24.52', '22.94', '26.83', '22.72', '28.66', '22.60', '38.02', '36.86', '41.00', '35.60', '30.00', 'ROE']","['Deere & Company', 'Deere & Company', 'Deere & Company', 'Deere & Company', 'Deere & Company', 'Deere & Company', 'Deere & Company', 'Deere & Company', 'Deere & Company', 'Deere & Company', 'Deere & Company', 'Deere & Company', 'Deere & Company', 'Deere & Company']"
45,"['15.98', '16.88', '18.70', '14.57', '46.03', '14.76', '17.64', '14.55', '15.56', '21.92', '17.90', '17.00', '16.40', 'PE Ratio']","['9.70', '17.94', '21.76', '47.21', '0.00', '51.41', '34.63', '16.46', '8.96', '13.59', '13.23', '12.41', '10.30', 'PB Ratio']","['3710.00', '3021.00', '4162.00', '4126.00', '5299.00', '1860.00', '5827.00', '6417.00', '7699.00', '6132.00', '6269.00', '6445.00', '6589.00', 'FCF']","['6152.00', '6142.00', '15261.00', '14282.00', '14263.00', '14104.00', '12654.00', '12169.00', '12776.00', '15730.00', '–', '–', '–', 'Total Debt']","['4918.00', '3400.00', '3097.00', '1606.00', '(776.00)', '1449.00', '3171.00', '6038.00', '10959.00', '9266.00', '–', '–', '–', ""Sh' Equity""]","['7.97', '9.87', '8.35', '10.65', '4.16', '11.03', '13.48', '13.91', '12.43', '11.05', '12.50', '12.80', '12.90', 'ROA']","['120.27', '86.90', '110.97', '219.99', '473.01', '1,499.55', '269.70', '148.40', '74.31', '56.68', '73.70', '77.10', '73.50', 'ROE']","['Lockheed Martin', 'Lockheed Martin', 'Lockheed Martin', 'Lockheed Martin', 'Lockheed Martin', 'Lockheed Martin', 'Lockheed Martin', 'Lockheed Martin', 'Lockheed Martin', 'Lockheed Martin', 'Lockheed Martin', 'Lockheed Martin', 'Lockheed Martin', 'Lockheed Martin']"
46,"['10.86', '11.04', '14.66', '14.54', '29.02', '6.55', '10.87', '8.40', '6.36', '11.40', '10.60', '9.03', '–', 'PE Ratio']","['1.17', '1.21', '1.07', '1.36', '1.46', '0.82', '1.08', '1.11', '1.35', '1.14', '1.12', '1.04', '–', 'PB Ratio']","['3899.00', '(8580.00)', '7876.00', '4010.00', '(23099.00)', '12293.00', '22057.00', '(17067.00)', '187.00', '–', '0.00', '–', '–', 'FCF']","['160965.00', '167302.00', '175422.00', '320809.00', '379016.00', '398543.00', '425832.00', '461364.00', '569617.00', '463000.00', '–', '–', '–', 'Total Debt']","['78467.00', '82797.00', '86728.00', '86893.00', '82243.00', '90185.00', '90265.00', '95932.00', '109926.00', '117000.00', '–', '–', '–', ""Sh' Equity""]","['0.84', '0.91', '0.65', '0.82', '0.41', '1.07', '0.82', '0.83', '1.61', '0.74', '0.80', '0.89', '–', 'ROA']","['10.98', '11.15', '7.47', '9.37', '5.05', '13.20', '9.99', '10.89', '23.00', '10.47', '11.00', '12.30', '–', 'ROE']","['Goldman Sachs', 'Goldman Sachs', 'Goldman Sachs', 'Goldman Sachs', 'Goldman Sachs', 'Goldman Sachs', 'Goldman Sachs', 'Goldman Sachs', 'Goldman Sachs', 'Goldman Sachs', 'Goldman Sachs', 'Goldman Sachs', 'Goldman Sachs', 'Goldman Sachs']"
47,"['15.47', '15.31', '19.42', '0.00', '120.80', '12.27', '13.64', '33.09', '17.36', '18.88', '(3.08)', '(7.88)', '(13.90)', 'PE Ratio']","['2.81', '3.36', '2.71', '4.16', '6.75', '5.34', '5.67', '6.44', '6.75', '7.77', '0.00', '0.00', '0.00', 'PB Ratio']","['6589.00', '5582.00', '4198.00', '3610.00', '4534.00', '4578.00', '5396.00', '4984.00', '5991.00', '5997.00', '(34.50)', '(3.24)', '2.51', 'FCF']","['37750.00', '39285.00', '38013.00', '36783.00', '34878.00', '36553.00', '37657.00', '37163.00', '37789.00', '36993.00', '–', '–', '–', 'Total Debt']","['20878.00', '16826.00', '14885.00', '13213.00', '13766.00', '14080.00', '14629.00', '15378.00', '16516.00', '15891.00', '–', '–', '–', ""Sh' Equity""]","['4.36', '2.89', '3.08', '(0.09)', '0.99', '7.91', '7.76', '3.82', '8.06', '8.14', '(17.20)', '(7.63)', '(5.02)', 'ROA']","['19.70', '13.01', '15.84', '(0.48)', '5.59', '44.15', '42.45', '19.98', '40.69', '41.38', '(28.10)', '(13.10)', '(9.33)', 'ROE']","['Caterpillar', 'Caterpillar', 'Caterpillar', 'Caterpillar', 'Caterpillar', 'Caterpillar', 'Caterpillar', 'Caterpillar', 'Caterpillar', 'Caterpillar', 'Caterpillar', 'Caterpillar', 'Caterpillar', 'Caterpillar']"
48,"['22.73', '21.73', '25.34', '26.81', '21.06', '25.54', '34.34', '21.21', '21.08', '19.75', '18.70', '14.60', '13.10', 'PE Ratio']","['3.17', '4.14', '6.78', '8.80', '10.00', '14.96', '21.40', '45.80', '85.04', '0.00', '(10.20)', '(8.28)', '(7.11)', 'PB Ratio']","['2681.00', '3246.00', '4101.00', '3644.00', '4487.00', '3987.00', '5095.00', '2975.00', '9348.00', '8373.00', '8459.00', '8406.00', '8803.00', 'FCF']","['9077.00', '10521.00', '11358.00', '12649.00', '15699.00', '16995.00', '16223.00', '19306.00', '21780.00', '24727.00', '–', '–', '–', 'Total Debt']","['13857.00', '11853.00', '9968.00', '7654.00', '6434.00', '5873.00', '3644.00', '1972.00', '1437.00', '(4816.00)', '–', '–', '–', ""Sh' Equity""]","['5.87', '6.94', '8.32', '8.05', '9.33', '9.86', '6.61', '11.54', '13.48', '18.41', '19.20', '18.20', '19.50', 'ROA']","['12.80', '17.66', '24.58', '28.76', '43.50', '55.84', '48.48', '151.99', '340.92', '(497.72)', '0.00', '0.00', '0.00', 'ROE']","[""Lowe's Companies"", ""Lowe's Companies"", ""Lowe's Companies"", ""Lowe's Companies"", ""Lowe's Companies"", ""Lowe's Companies"", ""Lowe's Companies"", ""Lowe's Companies"", ""Lowe's Companies"", ""Lowe's Companies"", ""Lowe's Companies"", ""Lowe's Companies"", ""Lowe's Companies"", ""Lowe's Companies""]"
49,"['17.72', '20.61', '14.19', '20.14', '10.01', '17.37', '21.47', '26.39', '25.22', '18.48', '16.60', '15.20', '13.80', 'PE Ratio']","['3.67', '5.04', '3.27', '4.28', '4.36', '5.08', '7.02', '8.32', '11.63', '10.63', '9.85', '9.55', '7.57', 'PB Ratio']","['3425.00', '3177.00', '2945.00', '4149.00', '4160.00', '5312.00', '5230.00', '5762.00', '6274.00', '5936.00', '6208.00', '6387.00', '6800.00', 'FCF']","['9577.00', '11413.00', '14201.00', '15007.00', '16944.00', '22391.00', '25200.00', '26729.00', '29729.00', '33326.00', '–', '–', '–', 'Total Debt']","['21225.00', '21189.00', '20702.00', '19932.00', '24856.00', '20423.00', '18128.00', '16958.00', '14161.00', '12163.00', '–', '–', '–', ""Sh' Equity""]","['9.06', '10.15', '8.92', '7.67', '18.87', '10.20', '9.80', '8.62', '10.36', '10.85', '10.50', '14.60', '11.80', 'ROA']","['21.35', '24.43', '22.78', '20.83', '47.83', '26.35', '30.71', '30.49', '41.92', '53.17', '60.00', '66.20', '95.90', 'ROE']","['Union Pacific Corporation', 'Union Pacific Corporation', 'Union Pacific Corporation', 'Union Pacific Corporation', 'Union Pacific Corporation', 'Union Pacific Corporation', 'Union Pacific Corporation', 'Union Pacific Corporation', 'Union Pacific Corporation', 'Union Pacific Corporation', 'Union Pacific Corporation', 'Union Pacific Corporation', 'Union Pacific Corporation', 'Union Pacific Corporation']"
50,"['22.67', '17.40', '19.23', '20.25', '21.76', '17.85', '0.00', '0.00', '0.00', '0.00', '20.40', '13.60', '–', 'PE Ratio']","['6.91', '10.76', '15.53', '113.75', '104.41', '455.59', '0.00', '0.00', '0.00', '0.00', '(7.86)', '(14.59)', '–', 'PB Ratio']","['5992.00', '6656.00', '6955.00', '7921.00', '11568.00', '13651.00', '(4073.00)', '(19417.00)', '(3867.00)', '2325.00', '6840.00', '10342.00', '–', 'FCF']","['9635.00', '9070.00', '9964.00', '9952.00', '11117.00', '13847.00', '27302.00', '63583.00', '58102.00', '57001.00', '–', '–', '–', 'Total Debt']","['14997.00', '8790.00', '6397.00', '877.00', '1713.00', '410.00', '(8300.00)', '(18075.00)', '(14846.00)', '(15848.00)', '–', '–', '–', ""Sh' Equity""]","['5.04', '5.86', '5.52', '5.46', '8.35', '9.10', '(0.51)', '(8.31)', '(2.89)', '(3.58)', '2.70', '4.60', '–', 'ROA']","['43.67', '45.74', '68.11', '138.33', '652.66', '984.74', '16.12', '90.03', '25.53', '32.16', '0.00', '0.00', '–', 'ROE']","['Boeing', 'Boeing', 'Boeing', 'Boeing', 'Boeing', 'Boeing', 'Boeing', 'Boeing', 'Boeing', 'Boeing', 'Boeing', 'Boeing', 'Boeing', 'Boeing']"
51,"['34.06', '27.85', '31.23', '28.49', '27.31', '17.31', '30.18', '111.58', '31.07', '29.88', '30.60', '25.30', '21.50', 'PE Ratio']","['12.87', '10.78', '14.61', '13.53', '14.29', '65.36', '0.00', '0.00', '0.00', '0.00', '(14.34)', '(12.79)', '(10.10)', 'PB Ratio']","['1757.10', '(553.10)', '2454.30', '3257.60', '2732.40', '9961.40', '3240.40', '114.20', '4519.10', '2556.00', '3620.00', '4177.00', '4853.00', 'FCF']","['1299.40', '2048.30', '2347.50', '3585.20', '3936.60', '9440.10', '11172.00', '15909.50', '14615.80', '15043.90', '–', '–', '–', 'Total Debt']","['4482.30', '5273.70', '5819.80', '5890.70', '5457.00', '1175.80', '(6231.00)', '(7799.40)', '(5314.50)', '(8698.70)', '–', '–', '–', ""Sh' Equity""]","['0.08', '18.57', '23.80', '21.08', '20.12', '23.46', '16.60', '3.82', '13.82', '11.05', '17.00', '19.20', '16.10', 'ROA']","['0.17', '42.40', '49.71', '48.12', '50.84', '136.24', '(142.40)', '(13.23)', '(64.04)', '(46.84)', '0.00', '0.00', '0.00', 'ROE']","['Starbucks', 'Starbucks', 'Starbucks', 'Starbucks', 'Starbucks', 'Starbucks', 'Starbucks', 'Starbucks', 'Starbucks', 'Starbucks', 'Starbucks', 'Starbucks', 'Starbucks', 'Starbucks']"
52,"['54.34', '34.70', '25.86', '23.26', '20.78', '20.68', '36.09', '49.34', '42.30', '25.85', '39.40', '38.10', '29.80', 'PE Ratio']","['1.28', '1.42', '1.22', '1.51', '1.82', '1.29', '2.16', '2.00', '3.30', '1.53', '2.22', '2.21', '2.20', 'PB Ratio']","['4299.01', '1290.84', '1443.57', '1875.73', '2611.13', '933.73', '1472.17', '1688.71', '1759.02', '28.97', '1068.00', '1341.00', '2369.00', 'FCF']","['9011.22', '9336.98', '11626.83', '11230.29', '9581.63', '11362.82', '12441.88', '17225.08', '18701.05', '23908.96', '–', '–', '–', 'Total Debt']","['14176.45', '15183.60', '18420.84', '18458.14', '18705.74', '25800.89', '26071.78', '36324.58', '37742.21', '57863.09', '–', '–', '–', ""Sh' Equity""]","['1.22', '2.47', '3.02', '3.90', '5.50', '4.84', '3.99', '3.07', '5.12', '4.59', '3.29', '2.76', '3.10', 'ROA']","['2.31', '4.26', '5.16', '6.55', '8.87', '7.41', '6.06', '4.73', '7.94', '7.04', '4.62', '4.77', '5.97', 'ROE']","['Prologis', 'Prologis', 'Prologis', 'Prologis', 'Prologis', 'Prologis', 'Prologis', 'Prologis', 'Prologis', 'Prologis', 'Prologis', 'Prologis', 'Prologis', 'Prologis']"
53,"['18.93', '24.08', '20.94', '16.27', '11.35', '0.00', '14.60', '12.46', '17.19', '29.31', '11.30', '10.80', '9.81', 'PE Ratio']","['2.30', '2.95', '2.94', '2.34', '1.99', '1.17', '1.51', '1.28', '1.81', '1.71', '1.47', '1.40', '0.00', 'PB Ratio']","['3853.00', '6012.00', '6207.00', '7917.00', '6089.00', '6828.00', '10391.00', '13428.00', '15745.00', '13450.00', '10954.00', '12192.00', '12620.00', 'FCF']","['13402.00', '12890.00', '27464.00', '27531.00', '27002.00', '73429.00', '68480.00', '64647.00', '56176.00', '52254.00', '–', '–', '–', 'Total Debt']","['37938.00', '37963.00', '37203.00', '36834.00', '37695.00', '58543.00', '64170.00', '69701.00', '75381.00', '71315.00', '–', '–', '–', ""Sh' Equity""]","['6.67', '6.37', '6.29', '5.69', '6.99', '(0.41)', '3.17', '3.17', '3.41', '1.80', '4.08', '4.29', '3.20', 'ROA']","['12.15', '12.24', '13.93', '14.36', '17.77', '(1.23)', '10.81', '10.73', '10.90', '5.66', '13.30', '15.80', '0.00', 'ROE']","['CVS Health', 'CVS Health', 'CVS Health', 'CVS Health', 'CVS Health', 'CVS Health', 'CVS Health', 'CVS Health', 'CVS Health', 'CVS Health', 'CVS Health', 'CVS Health', 'CVS Health', 'CVS Health']"
54,"['13.45', '15.12', '14.29', '16.87', '22.97', '10.27', '12.52', '10.00', '10.51', '13.57', '(37.50)', '27.60', '13.30', 'PE Ratio']","['2.21', '3.18', '2.67', '2.61', '3.19', '2.90', '3.41', '2.58', '2.19', '1.06', '1.08', '1.04', '0.94', 'PB Ratio']","['10029.00', '10313.00', '11692.00', '12183.00', '10332.00', '14251.00', '16932.00', '21411.00', '9127.00', '(9617.00)', '(8076.00)', '(1857.00)', '1731.00', 'FCF']","['13446.00', '13655.00', '22670.00', '25283.00', '26813.00', '26359.00', '29001.00', '36401.00', '38101.00', '42051.00', '–', '–', '–', 'Total Debt']","['58256.00', '55865.00', '61085.00', '66226.00', '69019.00', '74563.00', '77504.00', '81038.00', '95391.00', '103286.00', '–', '–', '–', ""Sh' Equity""]","['10.89', '12.70', '11.81', '9.61', '8.12', '16.76', '15.92', '14.43', '12.36', '4.57', '1.68', '4.65', '6.16', 'ROA']","['17.58', '20.51', '19.53', '16.21', '14.20', '29.33', '27.68', '26.36', '22.52', '8.07', '2.99', '8.34', '10.40', 'ROE']","['Intel', 'Intel', 'Intel', 'Intel', 'Intel', 'Intel', 'Intel', 'Intel', 'Intel', 'Intel', 'Intel', 'Intel', 'Intel', 'Intel']"
55,"['18.36', '18.26', '16.93', '20.02', '16.58', '14.63', '17.52', '22.42', '23.62', '20.76', '19.80', '17.50', '–', 'PE Ratio']","['2.02', '2.19', '1.98', '2.18', '2.59', '1.94', '2.33', '3.13', '3.69', '2.87', '2.66', '2.53', '–', 'PB Ratio']","['3548.00', '3021.00', '2783.00', '2154.00', '3795.00', '2871.00', '2630.00', '3549.00', '4603.00', '–', '5868.00', '6659.00', '–', 'FCF']","['29096.00', '41965.00', '36266.00', '33623.00', '24190.00', '26634.00', '20573.00', '24521.00', '15277.00', '–', '–', '–', '–', 'Total Debt']","['26616.00', '27485.00', '28580.00', '29150.00', '31848.00', '32433.00', '33613.00', '35334.00', '37806.00', '–', '–', '–', '–', ""Sh' Equity""]","['1.40', '1.43', '1.44', '1.42', '2.25', '2.27', '2.73', '2.85', '3.58', '6.78', '4.69', '5.05', '–', 'ROA']","['11.23', '12.18', '11.93', '10.98', '16.24', '13.39', '13.55', '14.31', '16.14', '0.00', '14.00', '15.10', '–', 'ROE']","['BlackRock', 'BlackRock', 'BlackRock', 'BlackRock', 'BlackRock', 'BlackRock', 'BlackRock', 'BlackRock', 'BlackRock', 'BlackRock', 'BlackRock', 'BlackRock', 'BlackRock', 'BlackRock']"
56,"['37.36', '11.84', '8.19', '7.36', '20.93', '14.89', '15.33', '582.60', '14.67', '23.27', '–', '–', '–', 'PE Ratio']","['9.78', '9.07', '7.75', '5.13', '4.72', '3.77', '3.64', '4.02', '4.33', '5.04', '–', '–', '–', 'PB Ratio']","['2915.00', '12261.00', '20503.00', '16299.00', '11308.00', '7476.00', '8319.00', '7518.00', '10805.00', '8344.00', '–', '–', '–', 'FCF']","['6700.00', '13005.00', '22452.00', '26643.00', '34100.00', '28362.00', '25602.00', '32616.00', '27671.00', '26409.00', '–', '–', '–', 'Total Debt']","['11745.00', '15819.00', '19113.00', '19363.00', '20501.00', '21534.00', '22650.00', '18221.00', '21064.00', '21209.00', '–', '–', '–', ""Sh' Equity""]","['14.04', '42.28', '41.93', '24.84', '7.27', '8.14', '8.60', '0.19', '9.13', '7.00', '–', '–', '–', 'ROA']","['28.89', '87.80', '103.68', '70.18', '23.22', '25.95', '24.38', '0.60', '31.69', '21.73', '–', '–', '–', 'ROE']","['Gilead Sciences', 'Gilead Sciences', 'Gilead Sciences', 'Gilead Sciences', 'Gilead Sciences', 'Gilead Sciences', 'Gilead Sciences', 'Gilead Sciences', 'Gilead Sciences', 'Gilead Sciences', 'Gilead Sciences', 'Gilead Sciences', 'Gilead Sciences', 'Gilead Sciences']"
57,"['28.35', '59.33', '24.33', '27.08', '57.84', '16.52', '37.69', '57.39', '50.55', '39.49', '32.30', '28.30', '25.20', 'PE Ratio']","['3.14', '4.15', '4.11', '4.68', '5.92', '5.00', '6.13', '7.03', '6.78', '5.60', '5.46', '4.86', '4.43', 'PB Ratio']","['1691.00', '1549.00', '711.00', '1425.00', '961.00', '2038.00', '1542.00', '2790.00', '2738.00', '2036.00', '3352.00', '3628.00', '4407.00', 'FCF']","['2764.00', '3973.00', '3998.00', '6914.00', '7222.00', '9859.00', '11090.00', '13991.00', '12479.00', '13048.00', '–', '–', '–', 'Total Debt']","['9047.00', '8595.00', '8511.00', '9550.00', '9980.00', '11730.00', '12807.00', '13084.00', '14877.00', '16616.00', '–', '–', '–', ""Sh' Equity""]","['6.95', '3.12', '8.59', '8.99', '4.79', '14.38', '7.26', '4.96', '5.78', '6.59', '9.78', '10.70', '11.30', 'ROA']","['11.40', '5.84', '16.82', '18.24', '10.45', '32.73', '16.98', '12.35', '14.26', '14.97', '21.90', '21.70', '21.70', 'ROE']","['Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation']"
58,"['11.66', '22.36', '9.58', '12.84', '0.00', '7.78', '9.94', '12.19', '5.97', '6.53', '8.95', '7.26', '–', 'PE Ratio']","['0.79', '0.82', '0.75', '0.85', '1.10', '0.73', '1.02', '0.71', '0.67', '0.49', '0.51', '0.47', '–', 'PB Ratio']","['60470.00', '43580.00', '37116.00', '51644.00', '(11758.00)', '33390.00', '(17914.00)', '(24017.00)', '57320.00', '–', '0.00', '–', '–', 'FCF']","['221116.00', '223080.00', '201275.00', '414825.00', '437438.00', '480703.00', '498206.00', '519909.00', '507388.00', '521146.00', '–', '–', '–', 'Total Debt']","['206133.00', '211696.00', '223092.00', '226143.00', '201672.00', '197074.00', '193946.00', '200200.00', '202672.00', '201838.00', '–', '–', '–', ""Sh' Equity""]","['0.72', '0.36', '0.91', '0.77', '(0.44)', '0.89', '0.94', '0.47', '0.91', '0.63', '0.50', '0.56', '–', 'ROA']","['6.94', '3.34', '7.97', '6.60', '(4.13)', '9.24', '10.25', '5.54', '11.39', '8.10', '5.93', '6.77', '–', 'ROE']","['Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup']"
59,"['–', '31.37', '24.64', '25.37', '34.24', '37.47', '20.43', '18.06', '1475.01', '85.32', '–', '18.70', '17.20', 'PE Ratio']","['–', '8.57', '6.96', '7.38', '7.45', '7.77', '9.30', '14.91', '18.65', '15.92', '–', '22.26', '17.33', 'PB Ratio']","['–', '2216.99', '2782.89', '3029.61', '3764.00', '4374.00', '4896.00', '4497.00', '(201.00)', '2516.00', '–', '4979.00', '6062.00', 'FCF']","['–', '1902.51', '3861.35', '6158.44', '7166.79', '10775.00', '9815.00', '9649.00', '12937.00', '11751.00', '–', '–', '–', 'Total Debt']","['–', '6909.73', '8566.69', '8795.47', '9820.14', '11261.00', '8785.00', '5933.00', '4893.00', '6178.00', '–', '–', '–', ""Sh' Equity""]","['–', '22.25', '19.21', '15.85', '11.46', '10.34', '16.61', '22.07', '0.27', '5.12', '–', '22.30', '25.10', 'ROA']","['–', '35.03', '31.30', '29.39', '22.94', '22.21', '39.89', '66.11', '1.09', '21.05', '–', '152.00', '135.00', 'ROE']","['Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)']"
60,"['85.05', '24.01', '14.95', '18.52', '17.69', '9.93', '18.78', '15.27', '21.53', '11.79', '–', '–', '–', 'PE Ratio']","['3.03', '3.41', '2.69', '4.46', '6.48', '4.87', '6.19', '5.22', '10.37', '6.31', '–', '–', '–', 'PB Ratio']","['433.00', '1584.00', '948.00', '2313.00', '3444.00', '3165.00', '2806.00', '3382.00', '4774.00', '4612.00', '–', '–', '–', 'FCF']","['1946.00', '1947.00', '4542.00', '3325.00', '5304.00', '5309.00', '5313.00', '5512.00', '5525.00', '5542.00', '–', '–', '–', 'Total Debt']","['7088.00', '7868.00', '7613.00', '7217.00', '9349.00', '6845.00', '8214.00', '10578.00', '12247.00', '12194.00', '–', '–', '–', ""Sh' Equity""]","['2.12', '8.50', '9.67', '11.52', '20.71', '16.40', '14.76', '17.49', '24.44', '24.83', '–', '–', '–', 'ROA']","['3.57', '14.34', '17.79', '23.21', '42.48', '37.52', '35.94', '38.52', '51.59', '53.39', '–', '–', '–', 'ROE']","['Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials']"
